Datetime,Text
2012-04-05 21:10:07+00:00,@RonyGDR Kkkkkkkkkkkk fato =S
2012-04-05 20:48:18+00:00,Animação: 0% .-. Indice de ser um ANIMAL: 100% '-'
2012-04-05 19:40:15+00:00,Tem vezes em q me pergunto pq nao continuei fazendo eletrica ao inves de quimica .-.
2012-04-03 22:00:01+00:00,Pq do carmo domingo!! eh bom q o @ronygdr e o @renant29 estejam dispostos a zoar como nos velhos tempos kkkkkkkkkkkk
2012-04-03 21:56:30+00:00,@nelmapink Kkkkkkkkkkkkkkkk desastre eh pouco kkkkkkkkkkkkkk
2012-04-03 21:54:02+00:00,@_LariGoncalves Kkkkkkkkkkkkkkkkkk eh ele falou... ri demais kkkkkkkk
2012-04-03 21:03:33+00:00,Serio... me assustei profundamente com essa ufabc '-l
2012-04-03 20:58:49+00:00,"@_LariGoncalves Kkkkkkkkkk encontrei sim, aquele bruxo kkkkkkkk nem vimos vcs no chaparral xD"
2012-04-03 20:38:06+00:00,@_LariGoncalves Opa entao soh apareço no segundo bloco /o/ vlw lari =)
2012-04-03 20:24:51+00:00,"Tendo somente UMA aula de qualitativa, o professor quer passar prova... pqp viu '-'"
2012-04-03 20:22:47+00:00,"engraçado foi ver os papeizinhos de cola q a @nelmapink me passou, voando pela sala por causa do ventilador... quase q danço kkkkk"
2012-04-03 20:19:38+00:00,Colei lindamente na prova de QA kkkkkkkkkkkkkkkkkkkk
2012-04-03 20:16:54+00:00,"@Renant29 Certeza q a gnt vai quinta, as 10 e meia =)"
2012-04-03 20:14:07+00:00,@Renant29 @Lukaz006 @priscila0_0 @fchyuuga_neji @crazyroslaine kk jaja vou dar unfollow em vcs dois kkkkkkk
2012-04-03 19:46:42+00:00,O @diinosaulo eh um bruxo desgraçado... ficou jogando truco e ainda saiu correndo pra chegar na penha primeiro eu e a @nelmapink o.o
2012-04-03 14:19:54+00:00,Nossa ja ta fazendo um bom tempo que estou c essa preguiça do inferno '-'
2012-04-03 12:39:15+00:00,Vamos la pro relatorio de QA '-'
2012-04-03 03:25:10+00:00,"Esse @clayton020 eh um miseravel no truco, pqp viu kkk"
2012-04-03 03:24:08+00:00,Quarta q o @renant29 acorde cedo pra ir na facul cmg =)
2012-04-03 03:22:43+00:00,Prova de Ambiental amanha e eu não estudei mesmo... ocupado demais compondo musicas haha'
2012-04-02 23:16:08+00:00,Saindo... e pra não perder o costume... @RonyGDR Boiola kkkkkkkkkkk rsrs
2012-04-02 23:05:28+00:00,@nelmapink Sai desse twitter e vai estudar QA menina kkkkkk
2012-04-02 22:54:47+00:00,@Priscila0_0 @Renant29 @crazyroslaine @gabriel_hp_ @Paam_0 @Lukaz006 @ivanamelocoelho 2000 WOW sua vicio kkkkkkk *-*
2012-04-02 05:56:44+00:00,Mas essa porra de carbonos hibridos sp eh moderadamente facil... pq o professor deu tantas voltas pra ensinar essa merda? '-'
2012-04-02 05:53:55+00:00,"Estudar materia de quimica organica + narguile + conversa + som no amp... td ao msm tempo, - 5 horas de sono = dor de cabeça do cão =/"
2012-04-02 03:18:57+00:00,Tenho ateh sabado para compor uma musica... @nataliaRHCP *-* #ChallengeAccepted
2012-04-02 03:07:56+00:00,Dor de cabeça do caraio o.o
2012-04-02 02:48:23+00:00,Truco de saidera de domingo... o/
2012-04-01 17:32:00+00:00,Curti mto esse sabado com a galera e com minha amr @nataliaRHCP *--*
2012-04-01 17:13:39+00:00,Acho q nunca fumei tanto narguile em uma semana... .-.
2012-03-29 23:05:37+00:00,Amanha tem prova de informática... e eu louco pra faltar amanha .-.
2012-03-29 22:59:12+00:00,Altas brisas no busão com a @nelmapink e o @diinosaulo kkkkkkkkkkkkkkkk
2012-03-28 23:00:13+00:00,Voltando do técnico e vejo 2 mlks se agarrando no chão... tensoo -.-'
2012-03-28 22:59:12+00:00,-- Na Química pode-se explicar tudo!! -- Então explica pra gnt como q pode o curintias n ganhar a libertadores!! RI DEMAIS kkkkkkkkkkkkkkkk
2012-03-28 22:57:34+00:00,@Lukaz006 kkkkk foi mal mano meu cel ta sem creditos =/
2012-03-26 23:10:28+00:00,Agora tenho um quarto soh meu!!! Vlw pela ajuda pessoal @Renant29 @crazyroslaine @NataliaRHCP *--*
2012-03-26 23:07:45+00:00,Tweet 2000!Dedico à @NataliaRHCP @nelmapink @Renant29 @RonyGDR @crazyroslaine @Lukaz006 @Priscila0_0 @FloOrLeka @samp_vanessa @wesley220294
2012-03-26 23:04:55+00:00,Mais um tweet... 1.999
2012-03-26 23:04:20+00:00,Vamos limpar água amanhã... que beleza hah'
2012-03-23 22:34:11+00:00,@RonyGDR Eh lóooogico... ela eh IMORTAL kkkkkkkkkkkkkkkkkk'
2012-03-23 22:28:47+00:00,@Renant29 @DiinoSaulo @RonyGDR @nelmapink kkkkkkkkkkkkkkkkk pode aprender... a música do caminhão não morrerá NUNCA kkkkkkk #Será?
2012-03-23 05:40:52+00:00,Eiiii @nelmapink e @diinosaulo vcs n me enviaram o trabalho no email =/
2012-03-23 05:37:50+00:00,@DiinoSaulo @Renant29 @RonyGDR @nelmapink kkkkkkkkkkkkkkkkkkkkkkkkk nem eh... sou mais a versão original da música kkkkkkkkk *--*
2012-03-21 22:31:40+00:00,Nossa mew juro q hj bati meu recorde de nivel de sono ao voltar do tecnico... capotei =/
2012-03-21 21:02:59+00:00,"Essa de ""eu não a vi"" e ""eu nao vi ela"" nem me lembra a @nelmapink kkkkkkkkkk"
2012-03-21 20:49:14+00:00,Me sinto um idiota por ter ido no tecnico hj... nenhum dos 2 professores vieram hj '-'
2012-03-21 20:45:33+00:00,"@nelmapink Kkkkkkk isso pq n sei tocar ""otherside"" e ""snuff"" =)"
2012-03-21 20:35:37+00:00,#NelmaPensa: Como nós pobres podemos fazer um destilador em casa kkkkkkkkk @nelmapink
2012-03-21 20:20:37+00:00,@Renant29 @nelmapink kkkkkkkkkkkkkkkkkkkkkkkkkkkkk zuera renan =)
2012-03-21 16:57:01+00:00,"atrasadão, eh moh estranho encontrar o chaparral vazio ( tipo, SOH EU dentro do busao =/ )"
2012-03-21 16:50:59+00:00,Nossa e ainda fiquei meia hora na msm rua encontrando conhecidos... e eu atrasado pro tecnico .-.
2012-03-21 16:49:16+00:00,"@Renant29 Kkkkkkkkkk com certeza, se n fosse um animal do tecnico q jogou nossa essencia fora, dava pra tentar fazer alguma coisa =/"
2012-03-21 14:44:39+00:00,Preguiça nivel 99 .-.
2012-03-21 13:20:02+00:00,Experimento: Arraste a vapor. Objetivo: Capturar essencias. Acho que não precisarei mais ir p carrefour p comprar essencia de narguile kkkk'
2012-03-21 13:15:23+00:00,"Q droga entrei na net sem querer... adios, R$0,50 =/"
2012-03-21 13:14:36+00:00,"@Renant29 @crazyroslaine a culpa foi sua, vc n me deixou selecionar as fotos =/"
2012-03-20 03:46:24+00:00,@Lukaz006 @Renant29 kkkkkkkkkkkkkkk mas nem pra entrar no TT? XD
2012-03-20 03:24:32+00:00,5 minutos q eu entro no TT o @renant29 some... PQP viu '-'
2012-03-20 02:53:39+00:00,O @Lukaz006 morreu? '-'
2012-03-20 02:51:48+00:00,"Me irritei d+ com o experimento de hj, mas pelo menos entendi como funciona todo o processo... ainda sonho em ter um laboratorio MEU mwahaha"
2012-03-20 02:50:59+00:00,Fazendo o PowerPoint da apresentação de QA... Ta ficando bacaninha ateh =)
2012-03-19 20:44:11+00:00,@Renant29 @crazyroslaine D2!!!!!! kkkkkkkkkk
2012-03-19 19:42:14+00:00,"@renant29, @nelmapink qr q vc se foda kkkkkkk *-*"
2012-03-19 16:28:21+00:00,E nunca mais acesso na lan da espaço fama... pessoal trouxa eh foda '-'
2012-03-19 16:26:40+00:00,hj rever nosso querido e belo HCl *-*
2012-03-19 16:23:29+00:00,Ae dessa vez o chaparral n demorou mto o.o
2012-03-19 13:06:28+00:00,Pqp nem fiz as atividades de SICO... '-'
2012-03-19 03:39:20+00:00,"Nosso show será no motoclub da tiradentes(sim, bizarramente EXISTE um motoclub la kk), provavelmente no começo do mes q vem! nos esperem!!o/"
2012-03-19 03:36:03+00:00,"@Tashinha_a Kkkkkkkkkk eu n bebo essas coisas, por isso n conhecia... sou uma pessoa santa kkkkkkkkkkkkk =)"
2012-03-19 03:31:55+00:00,Descobri que existe uma vokda chamada Natacha... adivinha de qm q eu me lembrei @tashinha_a kkk =)
2012-03-19 03:21:44+00:00,E ainda fizeram uma ligação em série c lâmpadas de 2 cômodos. acendia uma lâmpada e a outra acendia sozinha.o @wesley220294 iria rir mto kkk
2012-03-19 03:18:19+00:00,Ensaiar com a banda + ajudar o pessoal a treinar karatê + ajudar com a instalação eletrica... TUDO AO MSM TEMPO... haja folego kkkkkk u.u
2012-03-19 03:16:18+00:00,Adorei conhecer a @nataliaRHCP *--* #SuaLinda
2012-03-18 02:42:34+00:00,"Jaera creditos, jaera twitter por um tempo =S"
2012-03-18 02:41:42+00:00,"Pietro: Quero crescer com vc, équi... *-*"
2012-03-17 22:43:09+00:00,"Vou aproveitar pra rever um pouco de Termoquímica, to boiando demais nessa droga de matéria '-'"
2012-03-17 22:41:45+00:00,Sabado chato '-'
2012-03-17 19:30:16+00:00,"@nelmapink @renant29 kkkkkk mas dessa vez não teve exagero... foi isso mesmo, tem um pessoal rezando aq do lado kkkkkkk"
2012-03-17 18:37:56+00:00,@renant29 kkkkk a vai não eh tão milagre assim xD
2012-03-17 18:28:01+00:00,@renant29 blz daqui a pouco to indo ae o/
2012-03-17 18:25:07+00:00,@fcHyuuga_Neji qdo a gnt se tombar vc me fala '-'
2012-03-17 18:19:33+00:00,@RonyGDR Com certeza lml
2012-03-17 17:32:46+00:00,"@RonyGDR Kkkkkkkkkkkkkkk sou nada xD ow ateh o cardoso colou aq em csa e vc n, neh animal? kkkkkkkk"
2012-03-17 17:27:33+00:00,@RonyGDR Kkkkkkkkkkkkkkkk ta osso... se eu n estudar agora vou boiar legal na facul xD e outra ta moh tedio aq =/
2012-03-17 17:22:02+00:00,@RonyGDR Física Cinética kkkk =S
2012-03-17 17:20:11+00:00,Projeto: Criar um carro movido à batatinhas... #WTF???? =S
2012-03-17 17:18:54+00:00,@nelmapink @diinosaulo improvisaremos kk'
2012-03-17 17:17:22+00:00,Uhl terminei com a porra dos vetores *-*
2012-03-17 15:04:13+00:00,@fcHyuuga_Neji Hum?
2012-03-17 13:57:58+00:00,Karate na ufabc soh tem 5 membros... com um professor 5o dan! Isso me lembra muito Karate Kohinata Minoru =)
2012-03-17 13:10:39+00:00,"Ressaca não passou ainda, mas vou encher o @renant29, a @crazyroslaine e o @mr_alef_ ainda hj 66'"
2012-03-17 08:35:09+00:00,Agora ta tudo girando aq... kkkkk' =(
2012-03-17 08:34:34+00:00,Curti muito esse motoclub... pow agora esse vai ser meu role ateh qdo eu tiver na facul... eh virar toda a sexta la kkkk =p
2012-03-17 08:33:07+00:00,"@DiinoSaulo @nelmapink Rlx, ja peguei a agua =/ mas o foda eh q metade da sala vai fzr o seminario sobre o aricanduva... comofas?"
2012-03-16 23:41:26+00:00,Motoclub na tiradentes?? #AreYouSeriousBro? Vou hj pra crer '-'
2012-03-16 22:57:31+00:00,impressionante q as maquinas do laboratorio 2 não tem placa de som... nem pra escutar um somzinho enquanto digitava aquele texto chato .-.
2012-03-16 16:38:12+00:00,Hj n to c animo nem pra jogar truco... vou aproveitar a aula de ingles pra estudar os vetores '-l
2012-03-16 16:36:57+00:00,Chaparral demoradoooo -.-'
2012-03-16 16:36:17+00:00,"Que vergonha soh dava eu, o danilo e o je pegando a agua do corrego do aricanduva... Tudo pela Ciência ( e pra ganhar nota ) kkkkkkkkkkk"
2012-03-16 12:26:30+00:00,Eh irônico dizer bom dia quando se acorda cedo '-'
2012-03-16 02:05:52+00:00,"Hj n pude contribuir mto pra elaborar uma letra de música com o @renant29, @crazyroslaine e o cardoso... tava sem idéia MESMO =/"
2012-03-16 02:02:33+00:00,Não queria ir pro tecnico amanha... mas ja faltei demais na aula de ingles e de informatica haha'
2012-03-16 02:00:49+00:00,Logo mais vou fazer a tirinha da trolagem do guardinha do shopping haha'
2012-03-15 22:05:51+00:00,Eii @diinosaulo 12:30 seria bom pra gnt pegar a agua amanha caso n esteja chovendo?
2012-03-15 15:51:29+00:00,"A @crazyroslaine quase quebra os dentes no chão... e o @renant29 faz ""miaurwwww"" kkkkkk'"
2012-03-15 03:34:29+00:00,E o professor marcelo conseguiu me assustar dizendo o que me espera naquela facul de louco... To fudido kkkkkkkkkkk #RirPraNãoChorar kkkkkk'
2012-03-15 03:32:22+00:00,Torrei meu último centavo indo na galeria com o @renant29... ateh juntar de novo vai ser tenso kk'
2012-03-15 03:30:58+00:00,Essa @crazyroslaine brisa muito kk'
2012-03-13 14:45:30+00:00,Tem uma fase bonus no persona 4... SABIAAA hahahahaha' #PersonalomaniacoModeOn (8)
2012-03-13 02:35:25+00:00,"@DiinoSaulo Nao sei, soh sei q qdo o busao parou num ponto uma mulher desceu e me entregou o bilhete pela janela"
2012-03-13 02:32:28+00:00,"@DiinoSaulo Achei =S ou melhor, acharam e me devolveram"
2012-03-13 02:31:34+00:00,@DiinoSaulo Achei =S
2012-03-13 02:21:44+00:00,"Quinta-feira nem vou pra usp... eh melhor q o @renant29, @crazyroslaine ou o @mr_alef arrumem algo pra fzr kkkkkk"
2012-03-13 02:17:54+00:00,Nossa recebi uma proposta bizarra... #ChallengeAccepted (8)
2012-03-13 02:16:47+00:00,Por um triz não dei mancada com o #MelhorGrupo no seminário de QA... Vamos dar o melhor de nós nesse seminario corrido o/
2012-03-13 02:14:25+00:00,@nelmapink Achei =S
2012-03-13 00:20:31+00:00,@nelmapink hey nelmaa manda o trabalho por esse email faster@r7.com e pelo faster.shorinryu@gmail.com eh mais confiavel q o hotmail
2012-03-12 23:13:40+00:00,"Tenho muito o q mudar ainda, reconheço perfeitamente isso!"
2012-03-12 22:46:43+00:00,"Agora tenho q me esquecer do resto e achar meu bilhete, q desapareceu misteriosamente da minha mao '-'"
2012-03-12 22:45:07+00:00,Estava estressado pra caramba... soh a @nelmapink msm pra me fazer esquecer td conversando sobre miojos bizarros de carne e frango =)
2012-03-12 21:23:01+00:00,Fizemos nosso primeiro ácido... MTO FODA!!!
2012-03-12 21:15:30+00:00,Devo desculpas a @nelmapink... realmente existe o maldito H3O kkkkkkkkkkkkk
2012-03-12 03:51:33+00:00,"TRUCO ateh na estação de metro e dentro do metro!! Fora a trollagem ultra master com o guardinha do shopping, a gnt qse foi preso =S kkkkkkk"
2012-03-12 03:48:37+00:00,"Dia mto foda no playcenter c o @lukaz006, @wesley220294 e a galera o/ bando de bagunceiros kkkk'"
2012-03-11 12:44:40+00:00,A Trollagem do Parafuso... Quero ver no que isso vai dar kkkkk
2012-03-11 02:13:28+00:00,Meta: Comprar um netbook. Cumprimento da meta: Assim q deixar de ser vagaba e arrumar um trampo ou um bico de fds =p
2012-03-11 02:04:37+00:00,"Lendo: O Simbolo Perdido - Dan Brown. To começando pelo último livro mas n to nem vendo, esse livro eh mto louco kkkkk"
2012-03-11 02:01:42+00:00,@Mr_alef_ eaew viado resolveu aparecer? kkkkkk'
2012-03-11 00:27:35+00:00,Milagre a net do cel esta rapida '-'
2012-03-10 23:53:40+00:00,"Meu twitter tah louco, pqp '-l"
2012-03-10 19:31:35+00:00,"@Renant29 N tenho violao, vou ter q tentar adaptar no pedal"
2012-03-10 19:29:38+00:00,@Renant29 =/
2012-03-10 19:27:17+00:00,"@renant29 apesar q tenho q passar ai tbm pq qro pegar algumas musicas q vc tem,e a vermillion pt2 pra mim pegar essa musica logo na guitarra"
2012-03-10 19:24:53+00:00,@Renant29 kkkkkkkk puts foi mal mano juro q nao foi essa a intenção xD
2012-03-10 19:23:14+00:00,Q droga perdi outra palheta =/
2012-03-10 19:15:48+00:00,@Renant29 Mano... a Pri não me deixa sair d csa hj =(
2012-03-10 19:14:49+00:00,Ontem bateu a maior saudade da antiga Bleach Family.... por onde será q eles andam? u.u
2012-03-10 19:12:29+00:00,@Renant29 La ta sem net =S
2012-03-10 19:09:01+00:00,Preciso montar um novo makiwara pra voltar a treinar =/
2012-03-10 19:06:17+00:00,"@Renant29 Kkkkkkkkkkkkk blz então, ""Senhora"" kkkkkkkkkkkkkkkkkkk"
2012-03-10 19:04:40+00:00,@Renant29 @ronygdr mas terça eh mais garantido que vou acordar cedo do q segunda haha'
2012-03-10 19:01:06+00:00,@Renant29 @ronyGDR segunda eh zoado =/
2012-03-10 18:56:24+00:00,@Renant29 Renan Boiola xD
2012-03-10 18:53:16+00:00,Essa chuva me preocupa... '-'
2012-03-10 17:16:18+00:00,@fcHyuuga_Neji Sou mais ir pro Fofinhos '-'
2012-03-10 15:56:09+00:00,@fcHyuuga_Neji Vo não =S
2012-03-10 15:54:52+00:00,Salvei GrimGrimoire do ps2!! agora soh falta os bonus! o/
2012-03-10 15:51:57+00:00,@fcHyuuga_Neji Puts imagino... deve tar foda o sono .-. eu ja to cansadão não pelo sono mas sim do tanto q andamos
2012-03-10 15:40:59+00:00,@fcHyuuga_Neji Dormir pra q? kkkkkkk
2012-03-10 15:28:37+00:00,Preciso estudar... serio =/
2012-03-10 11:13:32+00:00,"@RonyGDR Era pra ser agora... mas moiou kkkkkkk entao bora terça-feira cedo, +- umas 8 hrs? o @renant29 tbm vai! o/"
2012-03-09 21:48:52+00:00,"Isso pq eu falei pra vc comprar, @Renant29 entao vc VAI na galeria cmg kkkkk' Bora tbm na galeria, @ronyGDR o/"
2012-03-09 15:41:09+00:00,@Renant29 Kkk' blz entao deixa p outro dia =/
2012-03-09 13:57:51+00:00,"@Renant29 Qro ir bem cedo, pra voltar logo e zoar no sabado"
2012-03-09 13:55:08+00:00,"aula de ingles e informatica hj = Truco, soneca, truco, pestana, truno, cochilo, truco, tirar um ronco, truco, dormir e... truco"
2012-03-09 05:24:23+00:00,Indo dormir flws o/
2012-03-09 05:18:23+00:00,"@DiinoSaulo @nelmapink hj n joguei,n tava afim...mas os mlks jogaram! amanha tomara q a professora nao venha, aew demoro pra jgr amanha kkk'"
2012-03-09 05:13:54+00:00,Preguiça de ir dormir hj =/
2012-03-09 05:11:43+00:00,@DiinoSaulo @nelmapink fzr o q neh... tenho q ir =/ vc vai?
2012-03-09 05:05:04+00:00,"@DiinoSaulo @nelmapink nda... a gnt desidratou sulfato de calcio, ai o daniel vai dar outro sal pra gnt desidratar na prox aula dele"
2012-03-09 05:01:03+00:00,@DiinoSaulo @nelmapink perdeu nao... a gnt vai repetir o msm experimento na prox quinta sem ser nessa na outra =)
2012-03-09 04:59:37+00:00,Desidratar sal eh mto maçante... To curioso pra saber se realmente da pra fzr veneno com sal de cozinha q nem o professor juarez falou q fez
2012-03-09 04:55:20+00:00,@Renant29 eii bora na galeria amanha sabado?
2012-03-09 04:49:56+00:00,Kkkkk a @nelmapink n conseguiu msm durar mto tempo longe do twitter kkk' #NelmaFraca
2012-03-09 04:48:34+00:00,Esse @RonyGDR eh uma bicha msm kkkkkkkkk '-'
2012-03-07 23:09:13+00:00,Tocando: Mascara - Pitty *-*
2012-03-07 23:07:04+00:00,Peguei o Term. São Mateus com o @DiinoSaulo hj... deu pra ir sentado de boa sem precisar do chaparral e do cidade tiradentes '-'
2012-03-07 23:05:24+00:00,Eh... n consegui ficar longe disso aq por muito tempo haha .-.
2012-03-04 02:43:50+00:00,"Adios, twitter o/ ateh mais, quando eu achar vc mais interessante u.u"
2012-03-02 18:51:15+00:00,Twitter ficou chato '-' creio q n vou chegar aos 2000 posts...
2012-02-28 15:15:39+00:00,Ficar até 3 horas da manhã tocando violão e acordar cedo pra cuidar do irmão menor... não tem preço kkkkkkkkkkkkkk #EhRirPraNãoChorar kkkk
2012-02-28 15:09:20+00:00,@RonyGDR kkkkkkkkkkkkkkkkkkkkkkkkkkk agora parei... SERIOOO kkkkkkkkkkkkkkkkkkkkkkkk =p
2012-02-28 15:08:42+00:00,@Lukaz006 kkkkkkkkkkkkkkkkkk fato xD
2012-02-28 02:58:21+00:00,@RonyGDR Não se eu te matar primeiro kkk' ( n fiz nda kkkkkkkkkkkk =P )
2012-02-28 02:15:39+00:00,Tocando: Vamos Fugir kkkkkk' .-.
2012-02-28 00:52:06+00:00,Aquela prova surpresa de TMI II me destruiu legal kkkkkkkkkkkkkkkkkk' #EhRirPraNãoChorar kkkkkkkkkkk
2012-02-27 04:07:51+00:00,"Como eu pude confundir ""ladeira"" com ""madeira""?? kkkkkkkkkkkkkkkkkkkkkkk'"
2012-02-27 04:06:39+00:00,"Meus finais de semana estão cada vez mais agitados... não sei dizer se isso eh bom ou eh ruim, preciso estudar kkk'"
2012-02-27 04:05:02+00:00,Sabado na augusta foi tenso =S
2012-02-25 15:22:55+00:00,Indo na csa do @Mr_Alef_ ensaiar os acusticos o/
2012-02-25 15:22:32+00:00,A pedaleira funcionou por 10 minutos... pelo menos deu tempo pra afinar a guitarra *-*
2012-02-25 15:04:16+00:00,Tocando: Eu nunca disse Adeus - Capital Inicial *-*
2012-02-24 20:52:20+00:00,"Tocando: Everybody's Fool e Bring me to Life - Evanescence, e Na Sua Estante - Pitty *-*"
2012-02-24 20:44:58+00:00,Vou tirar um I magnifico em SICO e outro I espetacular em APFQ... q droga kkkkkkkkkkkkkkkkkkkkkkkkkkkk #RirPraNãoChorar kkkkkkkkkkkkkkkk
2012-02-24 20:43:33+00:00,@RonyGDR kkkkkkkkkkkkkkkkkkkk estranho mesmo... mas acho ironico jurar bandeira em um lugar que rola balada kkkkkkkkkkkkkkkkk
2012-02-24 20:42:25+00:00,@Renant29 To sem credito no cel =/
2012-02-24 00:16:57+00:00,"@RonyGDR NO expresso tbm, em junho kkkkk vc vai jurar q dia??"
2012-02-24 00:11:05+00:00,"@RonyGDR significa algo mais ou menos como ""de boa, tranquilo"" kkkkkkkkkkkkkkkkkkkkkkkkk"
2012-02-23 01:50:18+00:00,Aprendi uma palavra nova de brasilia: Ronyvonn kkkkkkkkkkkkkkkkkkkkkkk @ronygdr
2012-02-22 19:57:50+00:00,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk RI MUITO agora com o sms errado q me mandaram kkkkkkkkkkkkkkkkkkk
2012-02-22 14:36:33+00:00,Q frustrante... todos os sescs estao fechados kkkkkkkkkkkkkkkkkkkkkkkkkkkkkk ( eh rir pra nao chorar ) kkkkkkkkkkkkkkkkkkkkkkkkkk
2012-02-22 03:48:02+00:00,"Indo dormir... amanha... alias, hoje, sesc *-*"
2012-02-22 03:44:41+00:00,Como pode uma pessoa parecer ter satisfação de te ver cada vez mais ferrado? PQP '-'
2012-02-22 03:41:04+00:00,@Lukaz006 funcionou legal vei kkkkkkkkkkkkk mas o mlk falou q viu uma coisa branca no prato e vozes... ISSO EH MACUMBA MANO kkkkkkkkkkk O.o
2012-02-22 03:24:42+00:00,"Graças aos ensinamentos do @Lukaz006 fiz uma pessoa ver seu futuro ""negro"" através de um prato com água e uma vela kkkkkkkkkkkkkk"
2012-02-22 03:21:56+00:00,Gracas ao #Luxas teremos um palco decente kkkkkkkk #LuauAcusticoDia3 *-*
2012-02-22 03:19:15+00:00,aha consegui arrumar a net do cel =)
2012-02-20 18:49:24+00:00,@Renant29 Porra vc me passou seu tim errado animal! cola aq em casa agora ou liga pro meu tim 87668953 ou 28859110 '-'
2012-02-20 18:47:39+00:00,@Renant29 Porra vc me passou seu tim errado animal
2012-02-20 18:06:06+00:00,@Renant29 Cola aqui entao daqui a 1 hora '-'
2012-02-20 13:59:43+00:00,@renant29 liga aq em casa animal
2012-02-20 04:32:57+00:00,Hoje ensaio com o @mr_alef_ e nem preciso falar q o @renant29 enta intimado a vir kkkkkkkkkk
2012-02-20 04:08:14+00:00,"Net de madrugada da tim eh foda, comparado com os 6534235 minutos q espero pra carregar uma pagina no horario da noite kkkk"
2012-02-20 04:03:45+00:00,Insonia braba!! e quase nem dormi ontem... .-.
2012-02-19 19:35:44+00:00,Tocando: Equalize - pitty o/
2012-02-19 16:11:51+00:00,Luau acustico dia 3! \o/
2012-02-19 16:04:34+00:00,@julianaavanti consegui trazer o @renant29 e o @Mr_alef_ de volta sãos e salvos haha'
2012-02-19 15:59:47+00:00,"@RonyGDR @renant29 Churrasco na csa da prima do renan =) qto a minha perna dolorida, n faço a mínima ideia =S"
2012-02-19 15:51:29+00:00,@RonyGDR Kkkkkkkkkkkkk entao nao delete seu twitter de novo! e tira logo esse ovo gay do seu avatar mano kkkkkkkkkk
2012-02-19 15:48:04+00:00,"@Renant29 Mano minha perna ta doendo desde aquela hora, hj n saio d casa mas nem ferrando kkkkkkkkkk"
2012-02-19 15:46:02+00:00,@RonyGDR @renant29 kkkkkkkk fala a verdade vc n aguentou ficar sem a gente t enchendo no twitter kkkkkkkkkk
2012-02-19 15:42:43+00:00,"@Renant29 Kkkkkkkkk eu nem dormi, fiquei jogando videogame com o pietro ( dormir eh para os FRACOS ) KKKK, blz, mas meu oi ta sem credito =/"
2012-02-19 15:38:23+00:00,@renant29 aeee conseguiu dormir mais??
2012-02-19 15:37:22+00:00,"Seguindo o @ronyGDR, n aguentou ficar sem twitter? kkkkk"
2012-02-19 15:35:22+00:00,@Priscila0_0 Kkkkkk eh nozes =)
2012-02-18 22:28:27+00:00,@Priscila0_0 Fizemos =) estamos montando uns acusticos pra fzr um luau dia 3 do mes q vem. Vc está CONVOCADA a ir! kkkkkkkkkkkkkkk
2012-02-18 22:20:20+00:00,@Priscila0_0 kkkkkkkkkkkkkkkkk tragico... cara de mal mesmo tava naquele dia do lapis de olho kkkkkkk
2012-02-18 22:19:37+00:00,@nelmapink kkkkkkkkkkkkkkkkkkkk eu sou preto po kkkkkkkkkkkkk
2012-02-18 22:13:04+00:00,@nelmapink eh FATO guria kkkkkkkkkk #NelmaBranquela
2012-02-18 22:12:24+00:00,@Priscila0_0 kkkkkkkkkk eu sério? magina tenho cara de mal mesmo kkk
2012-02-18 22:10:15+00:00,@nelmapink Nelma branca?? Magina kkkkkkkkkkkkkk
2012-02-18 22:09:27+00:00,Churras na casa da @julianaavanti com o @renant29 e o @Mr_Alef_ promete... e faz tempo q n vejo essa menina q lota meu twitter com #DDF kkkk
2012-02-18 22:07:49+00:00,@Priscila0_0 kkkkkkkkkkkkkkk eu nem te vi =/
2012-02-18 13:30:26+00:00,Essas aulas de inglês foram uma palhaçada... e ainda seremos obrigados a vir sexta feira q vem... VSF...
2012-02-18 13:25:54+00:00,@Renant29 Vc eh muito burro!!!!! kkkkkkkkkkkkkkkk
2012-02-17 13:50:58+00:00,@Anika_v1 qm eh vc?
2012-02-17 01:55:22+00:00,Percebi hoje a diferença entre uma solução de HCl besta e uma solução de HCl Foda (66 *-*
2012-02-17 01:53:30+00:00,To respirando amonia ateh agora =S
2012-02-16 18:34:27+00:00,Primeiro experimento importante e ja tomamos comida de rabo haha' mas pow tah dificil pra carai
2012-02-16 03:34:38+00:00,Não sei de onde vem esse desanimo todo o.o
2012-02-16 03:31:50+00:00,"Estrutura Molecular da molécula q mais sintetizo nessas aulas teóricas no técnico: Z-z-Z-z-Z-z-Z-z-Z(tá, trocadilho fail, mas eh verdade =/)"
2012-02-15 22:25:49+00:00,@Julianaavanti @renant29 Blz *--* eh nozes!!!
2012-02-15 22:25:34+00:00,Fui o/
2012-02-15 22:23:00+00:00,"@Julianaavanti @renant29 uhum! renan falou q começa depois das 9 da noite, sabado agora eh super de boa *-*"
2012-02-15 22:21:52+00:00,Essa porra do batera ja ta tirando '-'
2012-02-15 22:21:11+00:00,@Priscila0_0 kkkkkkkkkkkkkkkk sabado agora vamos pegar varias cifras para fazer alguns acusticos la em csa... bora??
2012-02-15 22:19:42+00:00,@Julianaavanti @renant29 Fechou! =)
